priority_order,normalized_word,learner_rank,source_memberships,original_source_lemmas,rank_source,rank_source_version,rank_source_url,rank_source_license
2220,curve,2220,"[""ngsl-core""]","[""curve""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2221,knee,2221,"[""ngsl-core""]","[""knee""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2222,overcome,2222,"[""ngsl-core""]","[""overcome""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2223,web,2223,"[""ngsl-core""]","[""web""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2224,depth,2224,"[""ngsl-core""]","[""depth""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2225,entrance,2225,"[""ngsl-core""]","[""entrance""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2226,log,2226,"[""ngsl-core""]","[""log""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2227,giant,2227,"[""ngsl-core""]","[""giant""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2228,god,2228,"[""ngsl-core""]","[""god""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2229,portion,2229,"[""ngsl-core""]","[""portion""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2230,substance,2230,"[""ngsl-core""]","[""substance""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2231,extensive,2231,"[""ngsl-core""]","[""extensive""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2232,interpret,2232,"[""ngsl-core""]","[""interpret""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2233,independence,2233,"[""ngsl-core""]","[""independence""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2234,sugar,2234,"[""ngsl-core""]","[""sugar""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2235,inner,2235,"[""ngsl-core""]","[""inner""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2236,harm,2236,"[""ngsl-core""]","[""harm""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2237,consult,2237,"[""ngsl-core""]","[""consult""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2238,pink,2238,"[""ngsl-core""]","[""pink""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2239,shadow,2239,"[""ngsl-core""]","[""shadow""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2240,strip,2240,"[""ngsl-core""]","[""strip""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2241,smooth,2241,"[""ngsl-core""]","[""smooth""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2242,intervention,2242,"[""ngsl-core""]","[""intervention""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2243,impress,2243,"[""ngsl-core""]","[""impress""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2244,exam,2244,"[""ngsl-core""]","[""exam""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2245,vice,2245,"[""ngsl-core""]","[""vice""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2246,radical,2246,"[""ngsl-core""]","[""radical""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2247,similarly,2247,"[""ngsl-core""]","[""similarly""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2248,behave,2248,"[""ngsl-core""]","[""behave""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2249,loud,2249,"[""ngsl-core""]","[""loud""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2250,dimension,2250,"[""ngsl-core""]","[""dimension""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2251,subsequent,2251,"[""ngsl-core""]","[""subsequent""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2252,infection,2252,"[""ngsl-core""]","[""infection""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2253,jacket,2253,"[""ngsl-core""]","[""jacket""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2254,efficiency,2254,"[""ngsl-core""]","[""efficiency""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2255,dirty,2255,"[""ngsl-core""]","[""dirty""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2256,statistic,2256,"[""ngsl-core""]","[""statistic""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2257,regularly,2257,"[""ngsl-core""]","[""regularly""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2258,resort,2258,"[""ngsl-core""]","[""resort""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2259,iron,2259,"[""ngsl-core""]","[""iron""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2260,broadcast,2260,"[""ngsl-core""]","[""broadcast""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2261,membership,2261,"[""ngsl-core""]","[""membership""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2262,bread,2262,"[""ngsl-core""]","[""bread""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2263,blind,2263,"[""ngsl-core""]","[""blind""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2264,pure,2264,"[""ngsl-core""]","[""pure""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2265,bloody,2265,"[""ngsl-core""]","[""bloody""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2266,ally,2266,"[""ngsl-core""]","[""ally""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2267,quantity,2267,"[""ngsl-core""]","[""quantity""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2268,bend,2268,"[""ngsl-core""]","[""bend""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2269,mature,2269,"[""ngsl-core""]","[""mature""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2270,briefly,2270,"[""ngsl-core""]","[""briefly""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2271,alarm,2271,"[""ngsl-core""]","[""alarm""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2272,disturb,2272,"[""ngsl-core""]","[""disturb""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2273,sustain,2273,"[""ngsl-core""]","[""sustain""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2274,flood,2274,"[""ngsl-core""]","[""flood""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2275,poverty,2275,"[""ngsl-core""]","[""poverty""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2276,crazy,2276,"[""ngsl-core""]","[""crazy""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2277,cite,2277,"[""ngsl-core""]","[""cite""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2278,newly,2278,"[""ngsl-core""]","[""newly""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2279,parallel,2279,"[""ngsl-core""]","[""parallel""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2280,gender,2280,"[""ngsl-core""]","[""gender""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2281,sponsor,2281,"[""ngsl-core""]","[""sponsor""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2282,boot,2282,"[""ngsl-core""]","[""boot""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2283,accurate,2283,"[""ngsl-core""]","[""accurate""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2284,dealer,2284,"[""ngsl-core""]","[""dealer""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2285,button,2285,"[""ngsl-core""]","[""button""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2286,burden,2286,"[""ngsl-core""]","[""burden""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2287,desert,2287,"[""ngsl-core""]","[""desert""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2288,mate,2288,"[""ngsl-core""]","[""mate""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2289,occasionally,2289,"[""ngsl-core""]","[""occasionally""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2290,shareholder,2290,"[""ngsl-core""]","[""shareholder""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2291,bowl,2291,"[""ngsl-core""]","[""bowl""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2292,discovery,2292,"[""ngsl-core""]","[""discovery""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2293,resistance,2293,"[""ngsl-core""]","[""resistance""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2294,bath,2294,"[""ngsl-core""]","[""bath""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2295,frequency,2295,"[""ngsl-core""]","[""frequency""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2296,criticize,2296,"[""ngsl-core""]","[""criticize""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2297,tap,2297,"[""ngsl-core""]","[""tap""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2298,philosophy,2298,"[""ngsl-core""]","[""philosophy""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2299,lip,2299,"[""ngsl-core""]","[""lip""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2300,attribute,2300,"[""ngsl-core""]","[""attribute""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2301,apologize,2301,"[""ngsl-core""]","[""apologize""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2302,approval,2302,"[""ngsl-core""]","[""approval""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2303,grab,2303,"[""ngsl-core""]","[""grab""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2304,entitle,2304,"[""ngsl-core""]","[""entitle""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2305,lend,2305,"[""ngsl-core""]","[""lend""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2306,involvement,2306,"[""ngsl-core""]","[""involvement""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2307,exposure,2307,"[""ngsl-core""]","[""exposure""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2308,conventional,2308,"[""ngsl-core""]","[""conventional""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2309,digital,2309,"[""ngsl-core""]","[""digital""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2310,translate,2310,"[""ngsl-core""]","[""translate""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2311,edit,2311,"[""ngsl-core""]","[""edit""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2312,formation,2312,"[""ngsl-core""]","[""formation""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2313,deposit,2313,"[""ngsl-core""]","[""deposit""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2314,pleasant,2314,"[""ngsl-core""]","[""pleasant""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2315,overseas,2315,"[""ngsl-core""]","[""overseas""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2316,advocate,2316,"[""ngsl-core""]","[""advocate""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2317,establishment,2317,"[""ngsl-core""]","[""establishment""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2318,summary,2318,"[""ngsl-core""]","[""summary""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2319,rough,2319,"[""ngsl-core""]","[""rough""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2320,pen,2320,"[""ngsl-core""]","[""pen""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2321,recovery,2321,"[""ngsl-core""]","[""recovery""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2322,seal,2322,"[""ngsl-core""]","[""seal""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2323,tube,2323,"[""ngsl-core""]","[""tube""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2324,tower,2324,"[""ngsl-core""]","[""tower""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2325,characterize,2325,"[""ngsl-core""]","[""characterize""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2326,specify,2326,"[""ngsl-core""]","[""specify""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2327,exact,2327,"[""ngsl-core""]","[""exact""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2328,spin,2328,"[""ngsl-core""]","[""spin""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2329,operator,2329,"[""ngsl-core""]","[""operator""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2330,infant,2330,"[""ngsl-core""]","[""infant""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2331,dig,2331,"[""ngsl-core""]","[""dig""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2332,drag,2332,"[""ngsl-core""]","[""drag""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2333,mount,2333,"[""ngsl-core""]","[""mount""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2334,wrap,2334,"[""ngsl-core""]","[""wrap""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2335,anticipate,2335,"[""ngsl-core""]","[""anticipate""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2336,dependent,2336,"[""ngsl-core""]","[""dependent""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2337,specialize,2337,"[""ngsl-core""]","[""specialize""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2338,angle,2338,"[""ngsl-core""]","[""angle""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2339,chicken,2339,"[""ngsl-core""]","[""chicken""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2340,anxiety,2340,"[""ngsl-core""]","[""anxiety""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2341,virus,2341,"[""ngsl-core""]","[""virus""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2342,precisely,2342,"[""ngsl-core""]","[""precisely""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2343,rival,2343,"[""ngsl-core""]","[""rival""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2344,offense,2344,"[""ngsl-core""]","[""offense""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2345,detect,2345,"[""ngsl-core""]","[""detect""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2346,teenager,2346,"[""ngsl-core""]","[""teenager""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2347,admire,2347,"[""ngsl-core""]","[""admire""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2348,moderate,2348,"[""ngsl-core""]","[""moderate""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2349,surgery,2349,"[""ngsl-core""]","[""surgery""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2350,musician,2350,"[""ngsl-core""]","[""musician""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2351,significance,2351,"[""ngsl-core""]","[""significance""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2352,shower,2352,"[""ngsl-core""]","[""shower""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2353,illegal,2353,"[""ngsl-core""]","[""illegal""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2354,charity,2354,"[""ngsl-core""]","[""charity""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2355,universal,2355,"[""ngsl-core""]","[""universal""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2356,cigarette,2356,"[""ngsl-core""]","[""cigarette""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2357,constitute,2357,"[""ngsl-core""]","[""constitute""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2358,adequate,2358,"[""ngsl-core""]","[""adequate""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2359,consultant,2359,"[""ngsl-core""]","[""consultant""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2360,historian,2360,"[""ngsl-core""]","[""historian""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2361,cousin,2361,"[""ngsl-core""]","[""cousin""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2362,visual,2362,"[""ngsl-core""]","[""visual""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2363,stupid,2363,"[""ngsl-core""]","[""stupid""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2364,keen,2364,"[""ngsl-core""]","[""keen""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2365,ethnic,2365,"[""ngsl-core""]","[""ethnic""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2366,twin,2366,"[""ngsl-core""]","[""twin""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2367,clinical,2367,"[""ngsl-core""]","[""clinical""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2368,eastern,2368,"[""ngsl-core""]","[""eastern""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2369,forecast,2369,"[""ngsl-core""]","[""forecast""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2370,segment,2370,"[""ngsl-core""]","[""segment""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2371,custom,2371,"[""ngsl-core""]","[""custom""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2372,adapt,2372,"[""ngsl-core""]","[""adapt""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2373,sand,2373,"[""ngsl-core""]","[""sand""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2374,cap,2374,"[""ngsl-core""]","[""cap""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2375,prompt,2375,"[""ngsl-core""]","[""prompt""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2376,charm,2376,"[""ngsl-core""]","[""charm""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2377,react,2377,"[""ngsl-core""]","[""react""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2378,lecture,2378,"[""ngsl-core""]","[""lecture""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2379,venture,2379,"[""ngsl-core""]","[""venture""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2380,compound,2380,"[""ngsl-core""]","[""compound""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2381,rescue,2381,"[""ngsl-core""]","[""rescue""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2382,mess,2382,"[""ngsl-core""]","[""mess""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2383,preference,2383,"[""ngsl-core""]","[""preference""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2384,comprehensive,2384,"[""ngsl-core""]","[""comprehensive""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2385,incentive,2385,"[""ngsl-core""]","[""incentive""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2386,league,2386,"[""ngsl-core""]","[""league""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2387,dialog,2387,"[""ngsl-core""]","[""dialog""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2388,cream,2388,"[""ngsl-core""]","[""cream""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2389,rapid,2389,"[""ngsl-core""]","[""rapid""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2390,cancel,2390,"[""ngsl-core""]","[""cancel""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2391,regret,2391,"[""ngsl-core""]","[""regret""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2392,dismiss,2392,"[""ngsl-core""]","[""dismiss""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2393,margin,2393,"[""ngsl-core""]","[""margin""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2394,beneath,2394,"[""ngsl-core""]","[""beneath""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2395,opponent,2395,"[""ngsl-core""]","[""opponent""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2396,resist,2396,"[""ngsl-core""]","[""resist""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2397,capability,2397,"[""ngsl-core""]","[""capability""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2398,absolute,2398,"[""ngsl-core""]","[""absolute""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2399,correspond,2399,"[""ngsl-core""]","[""correspond""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2400,stroke,2400,"[""ngsl-core""]","[""stroke""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2401,dare,2401,"[""ngsl-core""]","[""dare""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2402,barrier,2402,"[""ngsl-core""]","[""barrier""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2403,rid,2403,"[""ngsl-core""]","[""rid""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
2404,divorce,2404,"[""ngsl-core""]","[""divorce""]",New General Service List,1.2,https://www.newgeneralservicelist.com/new-general-service-list,CC BY-SA 4.0
